Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,6,4,97.18000031,215.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,7339,Smith,XXXXXXXXX,Corporate,PR,6097 Dusty Horse Diversion,725.0,4,Apparel,18.25876999,-66.3705368,Pacific Asia,Basra,Irak,7339,12/13/2016 1:27,48780,365,24.0,0.100000001,122004,59.99000168,0.449999988,4,239.9600067,215.9600067,97.18000031,West Asia,Basora,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/19/2016 1:27,Standard Class
PAYMENT,6,4,-36.11000061,211.1600037,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Richard,11576,Andrade,XXXXXXXXX,Corporate,PR,1987 Burning Rabbit Crescent,725.0,4,Apparel,18.21929741,-66.37052155,Pacific Asia,Changsha,China,11576,2/22/2016 4:29,28580,365,28.79999924,0.119999997,71527,59.99000168,-0.170000002,4,239.9600067,211.1600037,-36.11000061,Eastern Asia,Hunan,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/28/2016 4:29,Standard Class
PAYMENT,4,4,63.72999954,199.1699982,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,1011,Smith,XXXXXXXXX,Corporate,PR,810 Jagged Pointe,725.0,4,Apparel,18.29652023,-66.04867554,Pacific Asia,Surabaya,Indonesia,1011,2/7/2016 9:56,27568,365,40.79000092,0.170000002,69016,59.99000168,0.319999993,4,239.9600067,199.1699982,63.72999954,Southeast Asia,Java Oriental,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/11/2016 9:56,Standard Class
PAYMENT,4,4,-287.9500122,179.9700012,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Joshua,2731,Smith,XXXXXXXXX,Corporate,PR,6077 Clear Mountain Abbey,725.0,4,Apparel,18.24258804,-66.37055206,Pacific Asia,Arbil,Irak,2731,11/9/2016 0:27,46448,365,59.99000168,0.25,116137,59.99000168,-1.600000024,4,239.9600067,179.9700012,-287.9500122,West Asia,Arbil,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/13/2016 0:27,Standard Class
PAYMENT,4,4,76.77999878,159.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,12134,Jefferson,XXXXXXXXX,Corporate,PR,7134 Sunny Autumn Run,725.0,5,Golf,18.25404358,-66.37052155,Pacific Asia,Shenzhen,China,12134,11/24/2015 10:55,22433,627,0.0,0.0,56134,39.99000168,0.479999989,4,159.9600067,159.9600067,76.77999878,Eastern Asia,Guangdong,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11/28/2015 10:55,Standard Class
PAYMENT,4,4,14.85000038,198.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Janice,11532,Nicholson,XXXXXXXXX,Corporate,PR,6574 Jagged Hickory Rise,725.0,5,Golf,18.2469368,-66.37050629,Pacific Asia,Gold Coast,Australia,11532,4/1/2016 18:58,31293,502,2.0,0.01,78219,50.0,0.079999998,4,200.0,198.0,14.85000038,Oceania,Queensland,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/5/2016 18:58,Standard Class
PAYMENT,5,4,69.30000305,198.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Rebecca,4861,Smith,XXXXXXXXX,Corporate,PR,7155 Cozy Valley,725.0,5,Golf,18.26816559,-66.37055206,Pacific Asia,Bangkok,Tailandia,4861,2/24/2016 20:57,28764,502,2.0,0.01,71997,50.0,0.349999994,4,200.0,198.0,69.30000305,Southeast Asia,Bangkok,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/29/2016 20:57,Standard Class
PAYMENT,6,4,69.30000305,198.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,David,7230,Saunders,XXXXXXXXX,Corporate,PR,7394 Colonial Centre,725.0,5,Golf,18.20092392,-66.37052918,Pacific Asia,Arbil,Irak,7230,11/8/2016 7:38,46400,502,2.0,0.01,116007,50.0,0.349999994,4,200.0,198.0,69.30000305,West Asia,Arbil,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/14/2016 7:38,Standard Class
PAYMENT,6,4,70.62000275,271.6000061,Late delivery,1,26,Girls' Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6448,Lawrence,XXXXXXXXX,Corporate,PR,4839 Velvet Place,725.0,5,Golf,18.2444706,-66.37055969,Pacific Asia,Ajmer,India,6448,1/8/2016 0:10,25485,565,8.399999619,0.029999999,63847,70.0,0.25999999,4,280.0,271.6000061,70.62000275,South Asia,Rajastán,PENDING_PAYMENT,,565,26,,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,adidas Youth Germany Black/Red Away Match Soc,70.0,0,1/14/2016 0:10,Standard Class
PAYMENT,6,4,24.77000046,151.9600067,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Nicholas,1762,Smith,XXXXXXXXX,Corporate,PR,2231 High Lagoon Glen,725.0,5,Golf,18.25581932,-66.37049866,Pacific Asia,Geelong,Australia,1762,1/19/2016 23:27,26305,627,8.0,0.050000001,65850,39.99000168,0.159999996,4,159.9600067,151.9600067,24.77000046,Oceania,Victoria,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/25/2016 23:27,Standard Class
PAYMENT,2,4,74.09999847,190.0,Advance shipping,0,24,Women's Apparel,Rio Grande,Puerto Rico,XXXXXXXXX,Sean,1377,Smith,XXXXXXXXX,Corporate,PR,9036 Easy Embers Point,745.0,5,Golf,37.58076477,-77.58818054,Pacific Asia,Ho Chi Minh City,Vietnam,1377,3/17/2016 20:55,30271,502,10.0,0.050000001,75631,50.0,0.389999986,4,200.0,190.0,74.09999847,Southeast Asia,Ciudad Ho Chi Minh,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/19/2016 20:55,Standard Class
PAYMENT,3,4,62.36999893,189.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,1715,Henson,XXXXXXXXX,Corporate,PR,4389 Thunder Byway,725.0,5,Golf,18.20661545,-66.37055969,Pacific Asia,Pune,India,1715,12/29/2015 9:39,24827,502,11.0,0.059999999,62194,50.0,0.330000013,4,200.0,189.0,62.36999893,South Asia,Maharashtra,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/1/2016 9:39,Standard Class
PAYMENT,4,4,87.41999817,186.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,10653,Smith,XXXXXXXXX,Corporate,PR,4210 Dewy Round,725.0,5,Golf,18.24949455,-66.37054443,Pacific Asia,Ninghai,China,10653,12/13/2015 5:07,23718,502,14.0,0.07,59341,50.0,0.469999999,4,200.0,186.0,87.41999817,Eastern Asia,Shandong,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/17/2015 5:07,Standard Class
PAYMENT,4,4,59.15000153,182.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Frances,2785,Lawrence,XXXXXXXXX,Corporate,PR,6223 Cotton Forest Estates,725.0,5,Golf,18.29646874,-66.3706131,Pacific Asia,Caloundra,Australia,2785,11/6/2015 3:14,21178,502,18.0,0.090000004,52971,50.0,0.330000013,4,200.0,182.0,59.15000153,Oceania,Queensland,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/10/2015 3:14,Standard Class
PAYMENT,4,4,85.54000092,182.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Thomas,5229,Butler,XXXXXXXXX,Corporate,PR,4047 Indian Range,725.0,5,Golf,18.22236061,-66.37055206,Pacific Asia,Izmir,Turquía,5229,1/6/2017 22:05,50483,502,18.0,0.090000004,126139,50.0,0.469999999,4,200.0,182.0,85.54000092,West Asia,Izmir,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/10/2017 22:05,Standard Class
PAYMENT,4,4,49.27999878,176.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Lori,2612,Smith,XXXXXXXXX,Corporate,PR,4772 Indian Alley,725.0,5,Golf,18.28211212,-66.37058258,Pacific Asia,Kanpur,India,2612,2/14/2016 6:36,28038,502,24.0,0.119999997,70149,50.0,0.280000001,4,200.0,176.0,49.27999878,South Asia,Uttar Pradesh,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/18/2016 6:36,Standard Class
PAYMENT,5,4,11.09000015,176.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,4819,Porter,XXXXXXXXX,Corporate,PR,6575 Quiet Loop,725.0,5,Golf,18.25610161,-66.3705368,Pacific Asia,Singapur,Singapur,4819,11/15/2015 20:34,21844,502,24.0,0.119999997,54617,50.0,0.059999999,4,200.0,176.0,11.09000015,Southeast Asia,Singapur,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/20/2015 20:34,Standard Class
PAYMENT,2,4,31.3199997,104.4000015,Advance shipping,0,26,Girls' Apparel,Caguas,Puerto Rico,XXXXXXXXX,Ryan,205,Garcia,XXXXXXXXX,Corporate,PR,911 Lost Zephyr Vista,725.0,5,Golf,18.23829079,-66.02120209,Pacific Asia,Manila,Filipinas,205,3/14/2016 15:51,30051,564,15.60000038,0.129999995,75125,30.0,0.300000012,4,120.0,104.4000015,31.3199997,Southeast Asia,Capital Nacional,PENDING_PAYMENT,,564,26,,http://images.acmesports.sports/Nike+Men%27s+Deutschland+Weltmeister+Winners+Black+T-Shirt,Nike Men's Deutschland Weltmeister Winners Bl,30.0,0,3/16/2016 15:51,Standard Class
PAYMENT,5,4,32.79999924,164.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,4869,Smith,XXXXXXXXX,Corporate,PR,1213 Cotton Pike,725.0,5,Golf,18.21053505,-66.37051392,Pacific Asia,Traralgon,Australia,4869,3/19/2016 9:00,30374,502,36.0,0.180000007,75926,50.0,0.200000003,4,200.0,164.0,32.79999924,Oceania,Victoria,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/24/2016 9:00,Standard Class
PAYMENT,3,4,58.08000183,160.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Jessica,11156,Valdez,XXXXXXXXX,Corporate,PR,3392 Hazy Point,725.0,5,Golf,18.23348999,-66.37054443,Pacific Asia,Chaozhou,China,11156,1/17/2016 0:20,26102,502,40.0,0.200000003,65343,50.0,0.360000014,4,200.0,160.0,58.08000183,Eastern Asia,Guangdong,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/20/2016 0:20,Standard Class
PAYMENT,2,4,49.5,150.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Brian,3070,Chavez,XXXXXXXXX,Corporate,PR,8711 Middle Mountain Maze,725.0,5,Golf,18.28927231,-66.37050629,Pacific Asia,Bagdad,Irak,3070,10/13/2016 6:37,44616,502,50.0,0.25,111393,50.0,0.330000013,4,200.0,150.0,49.5,West Asia,Bagdad,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/15/2016 6:37,Standard Class
PAYMENT,5,4,6.599999905,87.95999908,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,John,3614,Smith,XXXXXXXXX,Corporate,PR,523 Sleepy Hills Front,725.0,6,Outdoors,18.27641678,-66.37058258,Pacific Asia,Bogor,Indonesia,3614,1/12/2016 3:40,25769,917,0.0,0.0,64525,21.98999977,0.079999998,4,87.95999908,87.95999908,6.599999905,Southeast Asia,Java Occidental,PENDING_PAYMENT,,917,41,,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,1/17/2016 3:40,Standard Class
PAYMENT,5,4,-9.359999657,187.1600037,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Eric,2833,Vega,XXXXXXXXX,Corporate,PR,4377 Heather Canyon,725.0,6,Outdoors,18.20389748,-66.37054443,Pacific Asia,Nanchang,China,2833,12/11/2015 9:40,23594,821,20.79999924,0.100000001,59024,51.99000168,-0.050000001,4,207.9600067,187.1600037,-9.359999657,Eastern Asia,Jiangxi,PENDING_PAYMENT,,821,37,,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,0,12/16/2015 9:40,Standard Class
PAYMENT,4,4,-154.6000061,201.5700073,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Hannah,12430,Brown,XXXXXXXXX,Corporate,PR,8316 Pleasant Bend,725.0,4,Apparel,18.26564217,-66.37058258,USCA,Philadelphia,Estados Unidos,12430,6/11/2016 3:38,36113,365,38.38999939,0.159999996,90192,59.99000168,-0.769999981,4,239.9600067,201.5700073,-154.6000061,East of USA,Pensilvania,PAYMENT_REVIEW,19134.0,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/15/2016 3:38,Standard Class
PAYMENT,2,4,-121.4599991,158.3600006,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Samuel,2556,Hammond,XXXXXXXXX,Corporate,PR,1828 Clear Barn Cove,725.0,5,Golf,18.28329086,-66.37055206,USCA,Detroit,Estados Unidos,2556,7/21/2016 16:53,38891,627,1.600000024,0.01,97093,39.99000168,-0.769999981,4,159.9600067,158.3600006,-121.4599991,US Center ,Michigan,PAYMENT_REVIEW,48234.0,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/23/2016 16:53,Standard Class
PAYMENT,6,4,19.0,190.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,1737,Smith,XXXXXXXXX,Corporate,PR,6197 Jagged Estates,725.0,5,Golf,18.22659111,-66.37062836,USCA,Carrollton,Estados Unidos,1737,8/24/2016 9:50,41200,502,10.0,0.050000001,102832,50.0,0.100000001,4,200.0,190.0,19.0,US Center ,Texas,PAYMENT_REVIEW,75007.0,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/30/2016 9:50,Standard Class
PAYMENT,6,4,43.38999939,383.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,10885,Lynch,XXXXXXXXX,Corporate,PR,5497 Red Landing,725.0,3,Footwear,18.20043373,-66.37058258,USCA,Lancaster,Estados Unidos,10885,6/9/2016 6:47,35985,191,16.0,0.039999999,89858,99.98999786,0.109999999,4,399.9599915,383.9599915,43.38999939,East of USA,Pensilvania,PENDING_PAYMENT,17602.0,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,6/15/2016 6:47,Standard Class
PAYMENT,2,4,-42.02999878,371.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,3004,Holland,XXXXXXXXX,Corporate,PR,1658 Rustic Elk Lane,725.0,3,Footwear,18.24175072,-66.3706131,USCA,Laval,Canada,3004,11/22/2016 22:19,47401,191,28.0,0.07,118510,99.98999786,-0.109999999,4,399.9599915,371.9599915,-42.02999878,Canada,Quebec,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/24/2016 22:19,Standard Class
PAYMENT,3,4,134.9900055,359.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Evelyn,4687,Edwards,XXXXXXXXX,Corporate,PR,346 Rocky Embers Maze,725.0,3,Footwear,18.28091049,-66.37059021,USCA,New York City,Estados Unidos,4687,6/22/2016 9:03,36882,191,40.0,0.100000001,92043,99.98999786,0.379999995,4,399.9599915,359.9599915,134.9900055,East of USA,Nueva York,PENDING_PAYMENT,10011.0,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,6/25/2016 9:03,Standard Class
PAYMENT,6,4,-8.800000191,351.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Cynthia,10711,Campbell,XXXXXXXXX,Corporate,PR,1035 Hidden Glade,725.0,3,Footwear,18.27758026,-66.37062073,USCA,San Francisco,Estados Unidos,10711,7/20/2016 17:46,38825,191,48.0,0.119999997,96936,99.98999786,-0.029999999,4,399.9599915,351.9599915,-8.800000191,West of USA ,California,PENDING_PAYMENT,94109.0,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/26/2016 17:46,Standard Class
